# ID,name,RA,dec,mag
34475,,7.159760,-19.115532,8.010
34476,,7.159833,25.728649,7.090
34477,,7.159932,-15.243173,7.110
34478,,7.160272,-16.096340,9.020
34479,,7.160419,6.846246,8.290
34480,,7.160426,-62.305040,8.380
34481,,7.160494,60.792086,6.640
34482,,7.160546,-78.942079,8.480
34483,,7.160631,-11.037906,9.080
34484,,7.160972,85.570010,8.100
34485,,7.161042,26.522793,7.620
34486,,7.161261,-63.810542,9.220
34487,,7.161624,-33.339130,8.820
34488,,7.161951,-25.231034,5.690
34489,,7.162172,-23.009635,8.730
34490,,7.162232,60.743081,7.800
34491,,7.162279,25.734854,7.770
34492,,7.162337,22.364599,7.560
34493,,7.162499,-55.725847,8.740
34494,,7.163461,-9.177007,9.150
34495,,7.163641,-56.371507,8.260
34496,,7.164166,-17.695959,8.750
34497,,7.164173,9.308881,6.720
34498,,7.164491,-16.234728,6.620
34499,,7.164750,-5.735768,7.840
34500,,7.164985,13.147583,7.050
34501,,7.165271,-50.427345,8.580
34502,,7.165430,18.844288,7.710
34503,,7.165612,-34.031290,9.050
34504,,7.165836,-13.616071,7.170
34505,,7.166090,7.724639,6.650
34506,,7.166176,-17.882576,9.490
34507,,7.166221,-24.409780,9.330
34508,,7.166684,-19.585482,7.880
34509,,7.166811,-28.748177,7.300
34510,,7.166876,-53.526925,8.750
34511,,7.167196,38.529460,11.650
34512,,7.167872,12.548093,9.160
34513,,7.168101,65.970191,8.510
34514,,7.168480,-7.224001,8.710
34515,,7.168552,46.880585,8.400
34516,,7.168524,21.246985,6.430
34517,,7.168630,-57.767567,9.190
34518,,7.168767,60.082388,8.430
34519,,7.168805,34.414942,10.150
34520,,7.168930,-11.802733,7.640
34521,,7.168974,37.276080,9.840
34522,,7.169056,7.329414,8.830
34523,,7.169078,62.135890,6.960
34524,,7.169130,-15.684738,7.330
34525,,7.169268,-18.685637,6.230
34526,,7.169408,-58.990792,8.360
34527,,7.169820,-9.336305,8.220
34528,,7.169998,68.586712,8.540
34529,,7.170109,-19.198381,7.370
34530,,7.170467,-4.237106,4.910
34531,,7.170543,-47.395786,8.760
34532,,7.172034,-27.491520,5.460
34533,,7.172268,5.301844,9.380
34534,,7.172490,28.572640,9.720
34535,,7.172691,10.744239,8.890
34536,,7.172950,-28.933301,10.510
34537,,7.173089,0.262054,8.750
34538,,7.173277,24.344502,11.850
34539,,7.173380,-30.055507,7.760
34540,,7.173463,-55.587714,6.940
34541,,7.173950,1.643016,8.480
34542,,7.174032,-44.561042,8.960
34543,,7.174037,-77.027971,9.730
34544,,7.174038,-37.216233,7.680
34545,,7.174038,-24.346261,8.550
34546,,7.174549,-42.783260,9.680
34547,,7.174565,57.353541,7.680
34548,,7.174885,24.108145,7.940
34549,,7.174949,53.251778,8.800
34550,,7.174966,63.619239,8.660
34551,,7.174999,-72.342694,8.030
34552,,7.175042,-20.274842,7.490
34553,,7.175071,-29.347042,7.910
34554,,7.175175,-30.662501,7.580
34555,,7.175704,-16.137696,8.690
34556,,7.175729,31.979442,9.050
34557,,7.175899,-7.871016,7.340
34558,,7.176078,19.803042,7.780
34559,,7.176142,5.817652,8.530
34560,,7.177016,8.784962,8.370
34561,,7.177053,20.441036,9.090
34562,,7.177214,-45.581235,7.870
34563,,7.177435,63.317543,7.830
34564,,7.177494,19.309902,8.840
34565,,7.177492,-1.842888,7.980
34566,,7.177658,-43.400861,9.930
34567,,7.177666,-41.265100,7.490
34568,,7.177792,19.328834,8.520
34569,,7.178000,46.062169,9.690
34570,,7.178065,2.476299,8.770
34571,,7.178679,32.618732,7.040
34572,,7.178775,54.373123,8.560
34573,,7.178820,-31.398468,7.910
34574,,7.179478,-11.574063,7.750
34575,,7.179545,42.176568,9.520
34576,,7.179577,33.346592,8.990
34577,,7.179710,-9.335999,7.410
34578,,7.179858,-48.932098,5.120
34579,,7.180236,32.223174,7.600
34580,,7.180517,9.377878,7.660
34581,,7.180441,-14.433036,9.960
34582,,7.180624,-58.856363,8.310
34583,,7.180932,-44.687578,8.690
34584,,7.181067,45.247295,7.710
34585,,7.181157,29.853596,9.180
34586,,7.181807,44.014821,9.570
34587,,7.181858,-66.324524,9.140
34588,,7.181910,-9.452121,8.750
34589,,7.182304,59.369683,7.950
34590,,7.182529,-13.200772,8.720
34591,,7.182624,-67.067027,7.240
34592,,7.182737,-3.878663,8.330
34593,,7.182827,53.182326,9.250
34594,,7.183262,-67.961375,7.170
34595,,7.184181,-3.898015,6.510
34596,,7.184193,49.901912,8.050
34597,,7.184338,-35.427807,9.350
34598,,7.184966,21.533614,9.010
34599,,7.185470,47.910688,8.250
34600,,7.185558,-12.522698,8.650
34601,,7.185659,30.245163,4.410
34602,,7.186253,-4.703316,7.020
34603,,7.186340,38.194891,8.090
34604,,7.186545,3.191619,6.730
34605,,7.186877,-25.907827,8.380
34606,,7.187037,-58.016354,10.200
34607,,7.187344,-48.033503,9.370
34608,,7.187426,32.615019,8.010
34609,,7.187510,-39.269801,7.920
34610,,7.187541,-10.541564,7.890
34611,,7.187579,59.064567,7.470
34612,,7.187606,24.663755,7.970
34613,,7.188018,15.332199,7.230
34614,,7.188038,-70.119442,6.770
34615,,7.188050,-9.299841,8.840
34616,,7.188082,-34.389393,7.820
34617,,7.188181,80.544931,8.250
34618,,7.188272,-12.041358,7.130
34619,,7.188635,-4.908292,8.920
34620,,7.188758,-41.717071,8.870
34621,,7.188749,33.111863,7.160
34622,,7.188787,-67.122757,11.160
34623,,7.188821,-72.755100,8.190
34624,,7.189008,-61.828730,9.490
34625,,7.189124,-10.428827,7.340
34626,,7.189147,-21.803285,6.920
34627,,7.189209,-8.182658,9.360
34628,,7.189615,-39.102129,6.870
34629,,7.189741,26.856587,5.750
34630,,7.189845,20.259161,7.610
34631,,7.189893,-0.301928,5.440
34632,,7.190326,-17.331121,6.660
34633,,7.190464,2.340287,9.010
34634,,7.190528,-48.035358,9.460
34635,,7.190740,-32.802689,8.730
34636,,7.190790,-27.731824,7.210
34637,,7.191102,48.330383,12.210
34638,,7.191125,-13.070601,7.670
34639,,7.191288,60.224770,7.240
34640,,7.191378,30.472594,7.180
34641,,7.191637,58.014998,7.870
34642,,7.191665,26.405904,6.700
34643,,7.191773,-1.031360,8.410
34644,,7.192093,55.612519,7.340
34645,,7.192131,-49.424204,7.500
34646,,7.192136,17.408374,8.960
34647,,7.192136,30.415083,9.440
34648,,7.192674,37.663630,9.760
34649,,7.192916,-25.770524,8.840
34650,,7.193061,40.776982,12.170
34651,,7.193531,-79.985683,8.900
34652,,7.193813,31.377474,8.110
34653,,7.193817,45.037882,9.020
34654,,7.193911,-35.635034,9.420
34655,,7.193929,23.223739,8.780
34656,,7.193977,-76.191717,9.740
34657,,7.194018,-84.469380,7.530
34658,,7.194103,57.700202,8.180
34659,,7.194149,35.178231,10.480
34660,,7.194255,39.320549,4.910
34661,,7.194277,56.308234,8.310
34662,,7.194695,-51.298076,8.490
34663,,7.194796,-38.391004,8.900
34664,,7.194845,-29.808028,7.810
34665,,7.194890,-20.883063,5.840
34666,,7.195511,4.941440,8.370
34667,,7.195634,72.581339,9.720
34668,,7.195862,-40.191667,10.080
34669,,7.196200,-23.210820,10.110
34670,,7.196347,16.976344,6.500
34671,,7.196936,19.885590,7.990
34672,,7.196984,-17.666370,9.820
34673,,7.197276,-58.850658,8.730
34674,,7.197540,10.512064,8.060
34675,,7.197606,5.654703,6.070
34676,,7.197736,43.259150,9.370
34677,,7.197739,-0.492764,4.150
34678,,7.198193,-19.897262,8.350
34679,,7.198504,-6.562153,8.540
34680,,7.198535,34.988513,8.620
34681,,7.198542,-6.450659,9.420
34682,,7.198701,23.415531,9.290
34683,,7.198739,-56.155496,6.670
34684,,7.199170,49.789836,6.670
34685,,7.200292,22.279012,7.370
34686,,7.200301,43.842979,6.880
34687,,7.200550,-63.190059,6.030
34688,,7.200636,-27.718023,9.280
34689,,7.201137,-30.821365,6.100
34690,,7.201224,6.359467,8.990
34691,,7.201250,-28.109416,9.550
34692,,7.201338,-24.892090,10.370
34693,,7.201498,-27.334946,6.920
34694,,7.201533,40.778985,10.530
34695,,7.201600,-53.216429,9.300
34696,,7.202081,5.474347,6.150
34697,,7.202138,-47.403813,9.750
34698,,7.202802,-30.281671,8.490
34699,,7.202821,-59.839408,8.050
34700,,7.202830,-5.444907,7.240
34701,,7.203015,-19.620327,7.700
34702,,7.203160,-22.983503,8.370
34703,,7.203173,52.273483,11.250
34704,,7.203336,-19.269688,8.530
34705,,7.203393,-25.942588,5.910
34706,,7.203708,27.436184,9.510
34707,,7.204033,29.336622,9.450
34708,,7.204160,-38.174542,7.950
34709,,7.204392,-40.498808,5.300
34710,,7.204528,-49.186084,8.060
34711,,7.204769,59.264435,10.670
34712,,7.204845,-67.782746,7.330
34713,,7.205148,36.127107,7.760
34714,,7.205304,-1.777708,8.780
34715,,7.205422,-63.085806,8.690
34716,,7.205461,39.603070,9.440
34717,,7.205522,14.676747,9.100
34718,,7.206357,-57.546332,8.810
34719,,7.206411,34.155643,9.000
34720,,7.206686,-31.981870,7.130
34721,,7.206713,-2.574321,7.770
34722,,7.206716,-27.474758,6.590
34723,,7.207003,-49.326999,7.630
34724,,7.207173,-36.544381,5.940
34725,,7.207320,-10.155100,8.900
34726,,7.207327,24.128594,5.850
34727,,7.207361,-18.615001,9.410
34728,,7.207565,-42.120186,9.220
34729,,7.207578,40.010845,8.280
34730,,7.207659,12.532630,8.170
34731,,7.207672,-8.212016,8.010
34732,,7.207771,62.262453,7.580
34733,,7.208027,-61.381695,7.760
34734,,7.208038,-64.663250,8.710
34735,,7.208264,10.197900,7.890
34736,,7.208332,43.988866,7.790
34737,,7.208664,26.564483,7.360
34738,,7.208758,-22.065258,9.710
34739,,7.209042,-14.491826,8.150
34740,,7.209286,-42.868393,10.060
34741,,7.209350,-46.759305,4.490
34742,,7.209431,72.675245,7.800
34743,,7.209553,-2.559900,8.190
34744,,7.209626,-36.234083,7.750
34745,,7.209671,-9.845021,8.470
34746,,7.209803,-40.345624,8.490
34747,,7.209837,-31.081210,8.860
34748,,7.209876,-36.221214,8.860
34749,,7.209975,-0.559500,7.950
34750,,7.210526,-77.762165,9.700
34751,,7.210667,20.967429,8.220
34752,,7.211057,28.499349,8.500
34753,,7.211562,-52.681110,9.040
34754,,7.211731,-3.178094,7.700
34755,,7.211903,2.103342,9.420
34756,,7.212327,-60.967001,8.910
34757,,7.212611,-51.211836,7.200
34758,,7.212633,-15.501789,7.850
34759,,7.212718,34.250069,8.270
34760,,7.212788,-12.077754,8.400
34761,,7.212862,21.352506,7.300
34762,,7.212872,-57.490726,6.640
34763,,7.213353,66.616445,7.660
34764,,7.213378,15.178285,7.460
34765,,7.213603,14.601030,10.050
34766,,7.213635,27.224823,6.460
34767,,7.213715,-7.149378,7.540
34768,,7.213715,25.748700,7.050
34769,,7.213768,-45.036862,8.170
34770,,7.213942,-11.600309,7.730
34771,,7.214020,15.341292,8.710
34772,,7.214156,55.803415,8.230
34773,,7.214585,-53.894442,7.840
34774,,7.214710,-43.885192,7.270
34775,,7.214816,55.798699,8.590
34776,,7.215004,0.706711,8.460
34777,,7.215414,-28.222141,9.440
34778,,7.215530,-12.379169,8.110
34779,,7.215574,3.744028,7.670
34780,,7.215761,2.918403,8.200
34781,,7.215841,-43.658783,8.690
34782,,7.215927,-7.920653,8.920
34783,,7.216085,-61.613175,8.910
34784,,7.216140,-12.605827,9.040
34785,,7.217411,-24.225575,7.170
34786,,7.217474,-45.930531,9.550
34787,,7.217832,31.965477,6.900
34788,,7.218102,-16.650431,8.720
34789,,7.218230,31.152571,9.790
34790,,7.218308,-13.126178,9.010
34791,,7.218499,27.782573,8.070
34792,,7.218633,56.844145,8.420
34793,,7.218659,-17.245585,9.630
34794,,7.218665,-11.251341,5.770
34795,,7.218726,-39.514045,9.070
34796,,7.218689,-63.344945,9.080
34797,,7.218826,37.621465,9.790
34798,,7.218869,61.821314,9.710
34799,,7.219303,54.493694,7.050
34800,,7.219408,-20.581309,8.480
34801,,7.219910,-18.730748,11.150
34802,,7.219992,-34.816806,8.590
34803,,7.220253,47.606833,6.750
34804,,7.220297,-30.966414,7.720
34805,,7.220377,-45.182739,4.870
34806,,7.220689,18.921347,7.960
34807,,7.221075,-64.873492,7.350
34808,,7.221509,17.433832,10.270
34809,,7.221568,8.556628,9.040
34810,,7.221775,-0.259519,6.680
34811,,7.221969,-83.923767,7.980
34812,,7.222432,-8.862498,7.590
34813,,7.222446,65.250520,9.890
34814,,7.222504,-6.434590,8.470
34815,,7.222854,16.158966,5.070
34816,,7.222898,65.431760,9.890
34817,,7.222974,-21.710446,8.350
34818,,7.223166,51.428745,5.460
34819,,7.223265,13.762968,6.600
34820,,7.223340,-22.674241,5.990
34821,,7.224189,-74.157234,8.910
34822,,7.224286,35.688813,8.740
34823,,7.224363,-29.182350,7.460
34824,,7.224602,15.220378,8.850
34825,,7.224812,-38.491141,7.460
34826,,7.225259,32.145417,7.370
34827,,7.225531,-48.267868,8.890
34828,,7.225637,-44.639739,4.420
34829,,7.225835,60.123848,8.930
34830,,7.226792,-27.356360,6.120
34831,,7.227010,57.954511,8.730
34832,,7.227024,47.266751,7.040
34833,,7.227606,-34.199340,9.810
34834,,7.227607,50.558250,8.290
34835,,7.227744,-53.667818,6.700
34836,,7.227940,38.108405,8.350
34837,,7.228196,-51.825577,9.250
34838,,7.228394,-54.900659,8.830
34839,,7.228428,-8.925268,8.120
34840,,7.228520,-28.608843,8.150
34841,,7.229043,-5.155533,7.190
34842,,7.229428,17.933211,8.100
34843,,7.229787,-31.083633,6.570
34844,,7.229860,-32.233632,8.980
34845,,7.229987,-35.319125,8.360
34846,,7.230107,-22.905778,6.340
34847,,7.230248,-20.434115,9.860
34848,,7.230479,10.690779,6.950
34849,,7.230601,28.494044,6.990
34850,,7.230990,1.507216,9.090
34851,,7.231156,-49.936610,7.740
34852,,7.231282,48.498845,7.260
34853,,7.231389,16.580291,7.260
34854,,7.231425,-27.294494,8.840
34855,,7.231436,-21.144410,9.380
34856,,7.231426,25.011376,8.400
34857,,7.231808,-10.221309,9.840
34858,,7.231970,78.752453,6.930
34859,,7.232264,-9.455627,7.830
34860,,7.232594,-30.339791,6.320
34861,,7.232763,-50.471561,6.790
34862,,7.232779,71.816584,6.360
34863,,7.232833,28.557897,8.520
34864,,7.233021,-48.302450,7.450
34865,,7.233188,13.974393,7.860
34866,,7.233606,11.868035,9.280
34867,,7.233637,-51.468993,9.190
34868,,7.233663,-25.605841,11.670
34869,,7.233977,51.371258,8.530
34870,,7.234072,-31.642603,7.660
34871,,7.234253,4.577957,7.550
34872,,7.234711,-38.978823,10.700
34873,,7.235139,-86.251192,8.600
34874,,7.235724,-29.929427,8.980
34875,,7.235765,35.547572,7.710
34876,,7.236043,-9.256801,7.700
34877,,7.236069,42.543530,8.480
34878,,7.236140,42.047219,9.690
34879,,7.236170,-18.983884,7.660
34880,,7.236217,-46.325905,7.290
34881,,7.236347,-3.901779,5.800
34882,,7.236531,-12.809927,7.730
34883,,7.237036,32.677821,9.230
34884,,7.237165,7.229412,7.930
34885,,7.237237,-36.426692,7.550
34886,,7.237291,4.207348,8.860
34887,,7.237559,-26.352507,4.420
34888,,7.237644,-9.947533,5.900
34889,,7.237997,-28.169514,7.900
34890,,7.238297,5.889401,9.190
34891,,7.238567,-7.519196,8.440
34892,,7.238851,-15.395450,9.590
34893,,7.238906,3.111414,5.360
34894,,7.239029,41.210169,8.660
34895,,7.239141,-18.435277,7.860
34896,,7.239190,-7.376135,8.800
34897,,7.239544,-25.767460,10.080
34898,,7.239604,-61.069789,7.170
34899,,7.240544,-21.106899,9.190
34900,,7.240585,-7.577002,9.040
34901,,7.240708,24.711138,6.880
34902,,7.240754,-33.570602,8.520
34903,,7.240782,-24.871461,8.120
34904,,7.241104,-12.226973,8.680
34905,,7.241181,-10.316245,6.020
34906,,7.241259,46.098515,8.980
34907,,7.241509,-40.932636,8.960
34908,,7.241856,-25.803204,10.060
34909,,7.241952,-22.942397,7.770
34910,,7.242284,-19.991125,7.350
34911,,7.242395,12.115824,5.710
34912,,7.242456,16.606247,8.120
34913,,7.242616,69.539715,10.030
34914,,7.242656,8.033348,7.680
34915,,7.242692,-24.937910,8.700
34916,,7.242749,5.270746,7.870
34917,,7.242784,20.516866,7.170
34918,,7.242829,-25.302399,7.320
34919,,7.242876,-42.213899,8.230
34920,,7.243029,-31.493470,7.800
34921,,7.243074,-17.388631,10.330
34922,,7.243448,-47.134947,8.100
34923,,7.243530,-30.654899,6.920
34924,,7.243785,-37.332755,9.130
34925,,7.243802,19.701406,8.020
34926,,7.243928,-48.271927,4.750
34927,,7.244015,2.901922,9.110
34928,,7.244127,28.441560,8.600
34929,,7.244480,-10.213459,9.150
34930,,7.244711,-32.562877,7.850
34931,,7.244993,24.884984,5.840
34932,,7.245028,-23.489401,7.300
34933,,7.245110,53.587450,8.360
34934,,7.245159,-63.064291,8.380
34935,,7.246117,-46.849672,5.720
34936,,7.246180,-35.247674,8.680
34937,,7.246362,-37.245400,7.230
34938,,7.246527,29.993637,9.220
34939,,7.246682,52.545586,7.300
34940,,7.246742,-15.476075,7.280
34941,,7.246743,-21.024061,8.300
34942,,7.246755,-15.471732,7.600
34943,,7.246849,-26.772667,4.010
34944,,7.247095,-0.927984,10.320
34945,,7.247247,-1.375709,7.850
34946,,7.247404,-41.168744,7.560
34947,,7.247414,18.561924,7.740
34948,,7.247416,75.002137,8.980
34949,,7.247523,7.225025,7.730
34950,,7.247546,-27.037996,5.580
34951,,7.247794,68.804272,7.690
34952,,7.247877,23.111044,8.180
34953,,7.247902,-43.724459,9.190
34954,,7.248072,31.484741,9.010
34955,,7.248362,62.136706,7.820
34956,,7.248492,-9.065394,9.470
34957,,7.248642,-28.964438,7.380
34958,,7.248992,-68.071147,8.080
34959,,7.249079,14.002946,8.810
34960,,7.249209,-41.426394,5.950
34961,,7.249304,-2.089606,8.800
34962,,7.249384,-81.222989,8.500
34963,,7.249774,-7.680283,7.690
34964,,7.249933,-32.802971,8.780
34965,,7.249976,-11.870407,8.300
34966,,7.250177,-2.823495,7.830
34967,,7.250204,-28.299664,9.600
34968,,7.250450,11.012946,8.390
34969,,7.250484,11.018786,12.200
34970,,7.250825,29.849599,8.710
34971,,7.250902,26.012128,10.460
34972,,7.250970,26.004636,9.330
34973,,7.251042,-38.580896,9.080
34974,,7.251835,16.673368,8.330
34975,,7.251855,57.276978,8.370
34976,,7.252207,25.880377,8.340
34977,,7.252441,15.929147,11.490
34978,,7.252421,-14.609450,6.970
34979,,7.252605,67.648532,9.130
34980,,7.253110,23.237978,8.680
34981,,7.253290,-36.225627,7.390
34982,,7.253406,49.088993,9.940
34983,,7.254163,5.818463,7.400
34984,,7.254346,53.668208,9.230
34985,,7.255184,-31.909677,9.240
34986,,7.255292,-28.364667,7.640
34987,,7.255391,-0.161283,6.420
34988,,7.255502,-31.938735,8.650
34989,,7.255532,18.814579,8.100
34990,,7.255854,-30.686447,5.360
34991,,7.255901,-52.499226,5.960
34992,,7.255980,57.299153,7.740
34993,,7.256288,19.062137,8.470
34994,,7.256303,2.074605,8.940
34995,,7.256373,-17.485618,11.900
34996,,7.256634,-25.925549,8.070
34997,,7.256665,-42.088015,7.000
34998,,7.256734,-77.029444,8.810
34999,,7.257292,-10.889885,8.580
35000,,7.257427,40.259773,9.640
35001,,7.257963,-36.560870,7.670
35002,,7.258081,-58.542623,6.840
35003,,7.258098,-48.230007,7.670
35004,,7.258154,78.509090,10.140
35005,,7.258175,0.792887,8.090
35006,,7.258235,23.856613,7.890
35007,,7.258274,44.461336,10.000
35008,,7.258380,9.497547,7.260
35009,,7.258561,-75.864876,7.490
35010,,7.258580,6.620927,8.520
35011,,7.258799,51.449054,7.260
35012,,7.258957,59.774927,7.160
35013,,7.259355,21.966636,7.020
35014,,7.259535,-1.860197,7.590
35015,,7.259576,-78.431117,9.220
35016,,7.259638,-27.422649,8.160
35017,,7.259685,-20.128698,8.030
35018,,7.259990,-63.174671,10.890
35019,,7.260295,-33.078480,8.830
35020,,7.260490,45.409486,6.510
35021,,7.260505,-42.154244,7.660
35022,,7.260537,-50.498613,7.510
35023,,7.260638,46.070319,8.910
35024,,7.260644,-26.856752,8.970
35025,,7.260674,-63.179830,8.710
35026,,7.260734,5.044649,10.790
35027,,7.260953,7.977742,5.780
35028,,7.260997,-58.805541,7.420
35029,,7.261169,49.788850,9.240
35030,,7.261532,-72.741379,8.440
35031,,7.261600,13.864406,8.100
35032,,7.261871,41.376453,8.770
35033,,7.261889,19.847350,7.450
35034,,7.262011,-10.583605,5.950
35035,,7.262093,-24.566278,9.490
35036,,7.262459,-66.197025,9.460
35037,,7.262907,27.469681,8.750
35038,,7.262943,-53.602065,8.100
35039,,7.263138,-23.740280,6.340
35040,,7.263172,-66.190524,10.680
35041,,7.263305,70.505887,7.910
35042,,7.263399,-43.167972,9.300
35043,,7.263925,47.239964,5.540
35044,,7.264008,36.785755,8.020
35045,,7.264188,43.126382,9.340
35046,,7.264112,-13.049481,7.740
35047,,7.264257,-21.628671,8.780
35048,,7.264261,-52.124193,9.330
35049,,7.264307,45.043342,8.670
35050,,7.264510,14.808525,8.190
35051,,7.264793,-6.757089,8.780
35052,,7.265118,43.561856,8.500
35053,,7.265267,59.637467,5.200
35054,,7.265286,-42.140211,7.600
35055,,7.265442,-27.448449,7.870
35056,,7.265631,-16.235344,6.870
35057,,7.265649,-21.921743,9.620
35058,,7.265697,-41.030014,9.080
35059,,7.265762,57.997062,9.980
35060,,7.265880,27.897419,5.750
35061,,7.265921,-12.543142,7.930
35062,,7.265935,-55.733127,7.690
35063,,7.266215,-64.644083,8.700
35064,,7.266305,-17.901716,9.060
35065,,7.266606,73.322402,7.750
35066,,7.266623,-54.961597,7.370
35067,,7.266794,82.440455,7.220
35068,,7.266839,-45.895778,7.920
35069,,7.267198,29.255099,7.470
35070,,7.267203,64.781004,7.290
35071,,7.268325,-14.510019,7.040
35072,,7.268341,-14.115065,8.440
35073,,7.268347,-26.823044,7.690
35074,,7.268530,-9.269695,8.220
35075,,7.268584,-30.435359,7.150
35076,,7.268797,-16.749860,8.960
35077,,7.268816,-78.318437,8.050
35078,,7.269020,-30.132726,8.150
35079,,7.269453,-54.041881,7.260
35080,,7.269632,-3.665910,9.010
35081,,7.269859,-31.272465,8.850
35082,,7.270211,-33.624169,9.630
35083,,7.270276,-17.296462,7.830
35084,,7.270434,-7.880625,7.920
35085,,7.270535,-66.805811,8.850
35086,,7.270710,-15.585689,5.460
35087,,7.270965,-46.774533,5.640
35088,,7.271093,-51.590250,9.870
35089,,7.271094,-54.226227,7.660
35090,,7.271292,-21.420779,8.490
35091,,7.271820,5.076090,8.420
35092,,7.271991,63.733930,8.810
35093,,7.272002,-16.716694,7.970
35094,,7.272053,-32.041739,6.920
35095,,7.272156,-50.048433,7.460
35096,,7.272161,27.142499,10.830
35097,,7.272506,-29.350662,9.510
35098,,7.273089,-6.959391,8.590
35099,,7.273174,30.705250,8.710
35100,,7.273187,47.638803,7.700
35101,,7.273286,-45.179047,9.350
35102,,7.273539,73.332475,10.160
35103,,7.273708,35.017390,8.510
35104,,7.274257,6.201691,8.530
35105,,7.274423,79.479148,9.490
35106,,7.275022,-29.937536,8.230
35107,,7.275515,-38.318928,5.810
