# ID,name,RA,dec,mag
81301,,16.655610,13.038050,7.890
81302,,16.655663,35.532232,8.160
81303,,16.655756,-30.464746,7.590
81304,,16.655784,25.512608,9.980
81305,,16.655855,-70.168559,9.290
81306,,16.656097,22.005968,6.760
81307,,16.656499,3.392238,7.680
81308,,16.656549,-52.535937,9.090
81309,,16.656676,-3.105666,7.750
81310,,16.656960,18.193389,9.550
81311,,16.657242,29.218226,7.260
81312,,16.657791,-57.716658,8.070
81313,,16.658202,-53.356275,12.450
81314,,16.658378,50.567621,11.880
81315,,16.658580,10.283339,8.130
81316,,16.658654,-53.361718,8.550
81317,,16.658767,-27.285603,8.660
81318,,16.658849,26.148602,9.150
81319,,16.658938,-78.575558,9.190
81320,,16.659316,-37.269574,10.310
81321,,16.659531,-60.221028,8.700
81322,,16.659614,12.296446,8.390
81323,,16.659774,36.491671,9.150
81324,,16.659779,-7.512316,7.460
81325,,16.659913,-52.417410,7.950
81326,,16.660091,23.001687,7.540
81327,,16.660151,35.072085,8.200
81328,,16.660429,23.001651,8.250
81329,,16.660454,34.280166,11.000
81330,,16.660489,14.018570,9.140
81331,,16.660869,-9.554589,6.330
81332,,16.661162,-56.934856,8.320
81333,,16.661381,-25.008491,9.310
81334,,16.661787,54.391334,8.490
81335,,16.661793,-3.619541,8.410
81336,,16.662029,-50.212781,7.280
81337,,16.662181,-32.991183,9.110
81338,,16.662223,23.207264,8.580
81339,,16.662282,11.654318,9.370
81340,,16.662426,-56.994407,6.730
81341,,16.662547,35.515509,7.640
81342,,16.662726,38.196612,8.240
81343,,16.663032,-51.994213,7.610
81344,,16.662994,66.342508,10.000
81345,,16.663220,-51.999871,9.060
81346,,16.663221,-37.750797,9.060
81347,,16.663284,34.625385,7.820
81348,,16.663399,-73.029794,10.310
81349,,16.663884,5.507210,8.620
81350,,16.664076,-47.106695,8.570
81351,,16.664324,8.823235,8.400
81352,,16.664502,21.237953,8.190
81353,,16.664848,16.825314,8.080
81354,,16.664898,-35.260830,8.780
81355,,16.665672,-61.157849,7.610
81356,,16.665757,37.517717,8.610
81357,,16.665794,-47.783585,7.270
81358,,16.666848,25.535259,8.310
81359,,16.667164,-6.081258,6.720
81360,,16.667726,39.759074,10.670
81361,,16.667936,-14.630341,9.550
81362,,16.668363,-57.305114,7.700
81363,,16.668777,58.120196,8.250
81364,,16.668984,-53.573601,8.580
81365,,16.669208,28.339183,10.200
81366,,16.669224,-72.218733,8.130
81367,,16.669621,-28.940126,6.890
81368,,16.669959,-26.453907,8.580
81369,,16.670046,-27.997520,8.370
81370,,16.670074,17.707212,7.210
81371,,16.670257,-33.743574,6.550
81372,,16.670353,-26.322186,7.910
81373,,16.670408,7.625983,8.310
81374,,16.670954,37.355651,7.770
81375,,16.671645,-23.895883,8.790
81376,,16.671875,84.457371,8.460
81377,,16.672087,15.671846,11.790
81378,,16.672598,70.237574,7.930
81379,,16.673836,44.028901,8.270
81380,,16.674284,21.506589,8.020
81381,,16.674492,29.858649,8.170
81382,,16.675616,-15.656554,9.050
81383,,16.676255,-20.408649,6.250
81384,,16.676413,49.166457,9.000
81385,,16.676431,4.207203,6.920
81386,,16.676463,-33.899386,8.600
81387,,16.676738,-54.136673,7.890
81388,,16.676995,56.167027,7.470
81389,,16.677012,-66.279951,8.290
81390,,16.677170,70.570825,7.940
81391,,16.677180,-35.687176,6.640
81392,,16.677413,4.219789,5.770
81393,,16.677763,-49.497844,10.540
81394,,16.678416,-39.882574,8.190
81395,,16.678419,28.915138,7.690
81396,,16.678461,-41.126971,7.920
81397,,16.678476,72.671659,6.980
81398,,16.678641,-17.313952,9.730
81399,,16.678789,43.373743,9.140
81400,,16.678999,-51.478260,6.300
81401,,16.679009,-62.554608,8.040
81402,,16.679051,-48.756170,7.070
81403,,16.679743,-67.865058,10.750
81404,,16.679836,-72.299610,6.530
81405,,16.680254,36.316701,11.450
81406,,16.680277,-65.444790,7.890
81407,,16.680445,59.036021,8.360
81408,,16.680680,-60.446442,6.170
81409,,16.680748,-69.883433,8.470
81410,,16.680928,12.395043,6.080
81411,,16.681978,64.589046,4.840
81412,,16.682026,-58.868772,7.350
81413,,16.682336,-8.309628,6.470
81414,,16.682345,21.948149,7.670
81415,,16.682429,22.768076,8.450
81416,,16.682433,42.461745,7.570
81417,,16.682589,82.361413,10.550
81418,,16.682622,82.364765,8.890
81419,,16.683023,-21.670045,9.440
81420,,16.683320,66.959441,8.160
81421,,16.683496,24.858705,6.070
81422,,16.684179,-15.357104,8.400
81423,,16.684397,26.523251,9.330
81424,,16.684605,36.201194,7.290
81425,,16.684619,28.718733,8.860
81426,,16.684649,-37.891762,7.770
81427,,16.684701,-69.407843,8.520
81428,,16.684855,33.630315,11.040
81429,,16.684888,-47.746117,7.230
81430,,16.685084,62.307993,7.160
81431,,16.685499,-11.838596,6.850
81432,,16.685615,-2.857277,7.210
81433,,16.685684,-36.661162,9.120
81434,,16.685870,17.238186,9.070
81435,,16.685881,-46.080319,10.390
81436,,16.685972,36.976090,9.760
81437,,16.686178,-15.158393,9.590
81438,,16.686540,-1.000312,6.250
81439,,16.687054,-23.324115,8.560
81440,,16.687064,-64.054193,8.260
81441,,16.687611,30.148059,8.630
81442,,16.687982,1.245444,6.400
81443,,16.688124,-51.397093,7.620
81444,,16.688113,31.602726,2.810
81445,,16.688521,-18.059463,6.680
81446,,16.688626,22.436740,7.190
81447,,16.688690,47.465009,8.670
81448,,16.688736,-48.763218,6.870
81449,,16.688784,-38.724359,9.110
81450,,16.688802,-55.297786,8.240
81451,,16.688947,-74.437539,8.700
81452,,16.689004,-48.762957,5.570
81453,,16.689128,0.507603,8.520
81454,,16.689308,30.273131,7.500
81455,,16.689512,-13.395305,8.830
81456,,16.689586,-4.214664,8.010
81457,,16.689616,16.106482,7.830
81458,,16.689685,-38.077990,8.940
81459,,16.689726,-68.759664,8.510
81460,,16.689756,-68.296123,5.890
81461,,16.689982,-46.385713,8.130
81462,,16.690218,-42.060501,7.540
81463,,16.690710,-24.402369,8.250
81464,,16.690833,44.603363,10.380
81465,,16.691416,6.275950,9.740
81466,,16.691418,1.313162,9.420
81467,,16.691722,4.871843,6.960
81468,,16.692021,41.323410,8.670
81469,,16.692023,-32.318599,9.010
81470,,16.692297,7.951615,10.110
81471,,16.692540,18.921507,7.340
81472,,16.692736,26.080127,7.770
81473,,16.692841,-16.933392,8.230
81474,,16.692884,-17.742167,4.910
81475,,16.692984,30.875759,7.070
81476,,16.693004,-42.947809,10.150
81477,,16.693190,-28.586372,8.970
81478,,16.693384,-24.467962,6.070
81479,,16.693527,26.916880,5.920
81480,,16.693658,11.657012,11.150
81481,,16.693766,-27.809676,6.520
81482,,16.694291,34.589366,7.640
81483,,16.694507,-49.651552,5.620
81484,,16.695134,1.181231,5.740
81485,,16.695195,-13.362873,9.630
81486,,16.695357,-47.553109,9.500
81487,,16.695372,-43.899721,10.000
81488,,16.695389,12.022319,8.760
81489,,16.695669,53.072600,8.230
81490,,16.695695,-30.686836,11.040
81491,,16.695961,-33.145759,5.840
81492,,16.696640,-2.144554,8.010
81493,,16.696776,-73.432790,8.600
81494,,16.696840,-7.908524,9.520
81495,,16.697070,-16.363579,8.840
81496,,16.697163,-45.368728,7.030
81497,,16.697153,-27.105379,8.420
81498,,16.697284,13.148840,7.950
81499,,16.697398,-54.749657,8.000
81500,,16.697468,-74.841525,8.450
81501,,16.697779,-40.466235,9.480
81502,,16.698131,18.628589,8.520
81503,,16.698185,-63.402808,8.950
81504,,16.698247,-19.924377,5.550
81505,,16.698241,63.815622,8.220
81506,,16.698775,-75.119830,8.760
81507,,16.699225,73.887381,6.820
81508,,16.699329,-18.937581,9.520
81509,,16.699793,19.967180,8.710
81510,,16.700203,-35.626250,9.010
81511,,16.700246,57.184937,7.960
81512,,16.700262,-61.864163,8.980
81513,,16.700588,33.102112,7.900
81514,,16.701522,-30.529164,7.690
81515,,16.701838,-28.845929,9.000
81516,,16.701970,-6.935993,8.380
81517,,16.702029,-29.124995,7.840
81518,,16.702033,1.241710,7.590
81519,,16.702170,-36.556353,9.450
81520,,16.702201,2.272408,7.880
81521,,16.702314,76.171221,8.760
81522,,16.702370,-34.461874,8.970
81523,,16.702555,-24.819092,8.470
81524,,16.702707,41.195251,8.040
81525,,16.702879,-31.504156,9.440
81526,,16.702926,37.875527,9.930
81527,,16.702985,25.427138,9.280
81528,,16.703143,1.467568,8.560
81529,,16.703391,-67.485301,7.990
81530,,16.703881,-55.557842,8.730
81531,,16.703931,25.434045,8.870
81532,,16.703979,-22.702855,9.830
81533,,16.704430,-20.062216,8.750
81534,,16.704801,-64.128694,11.260
81535,,16.704828,34.861635,8.800
81536,,16.704836,-20.187031,8.640
81537,,16.704864,-50.793207,10.150
81538,,16.704871,53.621988,9.050
81539,,16.704897,-32.788827,9.070
81540,,16.704980,32.438818,8.500
81541,,16.705549,-46.647278,9.410
81542,,16.705661,74.475161,8.580
81543,,16.706199,-54.173387,7.720
81544,,16.706226,2.062918,9.220
81545,,16.706219,13.041177,8.560
81546,,16.706834,-20.164632,8.460
81547,,16.706999,-55.159440,8.170
81548,,16.707198,-44.147955,10.250
81549,,16.707244,21.592885,7.210
81550,,16.707714,49.936441,6.480
81551,,16.707768,-56.800127,7.520
81552,,16.707958,-1.795509,8.700
81553,,16.708082,-37.079353,6.470
81554,,16.708272,-44.109765,8.230
81555,,16.708674,-77.547485,8.060
81556,,16.708714,-49.405453,10.430
81557,,16.708732,-55.844012,7.980
81558,,16.708750,-29.391214,9.470
81559,,16.709359,-2.114990,7.640
81560,,16.709669,23.667241,8.060
81561,,16.709773,31.216192,9.510
81562,,16.709836,-11.174639,7.380
81563,,16.710830,-61.785017,6.570
81564,,16.710793,68.102169,7.560
81565,,16.710874,48.406613,8.410
81566,,16.710917,53.585284,9.130
81567,,16.711197,-70.580490,7.400
81568,,16.711505,-42.118457,9.580
81569,,16.712958,-37.342515,7.160
81570,,16.713006,-62.370051,7.040
81571,,16.713047,-27.187705,7.910
81572,,16.713171,-50.465629,8.970
81573,,16.713450,-62.553931,6.230
81574,,16.713905,-40.289453,8.100
81575,,16.713967,71.370243,9.980
81576,,16.714011,31.647653,8.210
81577,,16.714351,-33.239855,11.500
81578,,16.714396,39.628208,10.710
81579,,16.714509,0.075248,8.240
81580,,16.714669,-79.024261,6.730
81581,,16.714802,20.531113,8.950
81582,,16.714870,-40.620537,8.130
81583,,16.714933,38.922254,3.480
81584,,16.715292,25.854927,7.590
81585,,16.715521,54.903782,8.790
81586,,16.715784,-60.926239,8.050
81587,,16.715845,15.654305,7.410
81588,,16.716040,10.941728,8.270
81589,,16.716074,19.369237,10.880
81590,,16.716232,55.690119,6.180
81591,,16.716805,-56.185475,9.180
81592,,16.716844,-38.672416,7.680
81593,,16.717029,-8.951277,8.700
81594,,16.717070,-21.344194,8.770
81595,,16.717113,-39.509207,8.150
81596,,16.717466,3.454365,7.410
81597,,16.717657,-46.070293,6.220
81598,,16.717840,36.509643,6.860
81599,,16.717850,34.322969,8.790
81600,,16.718096,-58.471068,8.040
81601,,16.718163,-26.458581,8.440
81602,,16.718126,-77.517435,4.230
81603,,16.718229,-36.634114,8.110
81604,,16.718380,77.513973,5.990
81605,,16.718471,26.056927,7.900
81606,,16.718599,-61.318217,8.820
81607,,16.718723,73.697981,9.430
81608,,16.719017,-31.345223,8.780
81609,,16.719158,-54.781044,8.410
81610,,16.719345,-22.344658,9.920
81611,,16.720135,-4.150225,7.670
81612,,16.720542,58.523885,9.520
81613,,16.720738,-49.891716,9.080
81614,,16.720744,12.878324,7.450
81615,,16.720859,-8.756962,10.060
81616,,16.721015,59.483116,10.050
81617,,16.721019,37.051073,8.470
81618,,16.721210,-18.458298,8.970
81619,,16.721419,-9.890398,10.130
81620,,16.721860,-14.034888,8.050
81621,,16.722344,64.796229,9.900
81622,,16.722346,25.141366,8.490
81623,,16.722812,-67.432386,6.020
81624,,16.723978,-28.311483,8.140
81625,,16.724113,23.196485,8.840
81626,,16.724394,-50.481235,8.750
81627,,16.724641,-71.400520,9.580
81628,,16.724878,44.943724,9.440
81629,,16.724934,42.616168,8.340
81630,,16.725026,20.716113,7.190
81631,,16.725253,28.966810,9.050
81632,,16.725819,-8.118379,7.810
81633,,16.725824,-71.843119,9.100
81634,,16.725939,12.418583,7.210
81635,,16.726395,20.697309,8.400
81636,,16.727094,52.502992,8.730
81637,,16.727138,-20.696707,7.820
81638,,16.727271,39.917546,9.800
81639,,16.727368,32.692307,7.340
81640,,16.727423,-32.105945,6.460
81641,,16.727448,6.618562,7.700
81642,,16.727487,-15.243791,8.400
81643,,16.727693,-22.736483,7.570
81644,,16.727726,36.380527,8.700
81645,,16.727842,50.668567,11.670
81646,,16.728122,-39.485218,8.620
81647,,16.728300,-0.783981,7.320
81648,,16.728463,50.666031,9.020
81649,,16.728718,-17.514923,9.940
81650,,16.728991,-47.105707,7.060
81651,,16.729253,51.542481,7.830
81652,,16.729288,60.831046,8.710
81653,,16.729357,-41.119204,6.210
81654,,16.729859,-14.041312,9.120
81655,,16.729888,-38.156346,6.050
81656,,16.730383,19.835599,8.590
81657,,16.730466,16.470727,9.200
81658,,16.730594,-23.131356,8.250
81659,,16.730653,7.519357,8.320
81660,,16.730954,-26.808945,6.720
81661,,16.731027,34.038803,6.020
81662,,16.731079,26.231005,8.570
81663,,16.731573,4.019409,8.230
81664,,16.731689,-41.113344,6.140
81665,,16.732001,-48.511592,8.100
81666,,16.732142,57.635409,8.960
81667,,16.732237,-15.307587,9.700
81668,,16.732277,-53.689358,9.560
81669,,16.732299,43.475360,8.300
81670,,16.732416,-2.630865,8.320
81671,,16.732887,-36.639158,9.080
81672,,16.733239,51.919999,8.070
81673,,16.733445,9.021612,7.990
81674,,16.733622,42.508582,8.600
81675,,16.733625,22.384254,8.290
81676,,16.733805,42.699412,8.760
81677,,16.733862,28.241350,8.930
81678,,16.733909,-6.504592,9.530
81679,,16.733968,46.332108,8.970
81680,,16.734646,-59.474351,8.320
81681,,16.734666,-18.541222,7.450
81682,,16.734683,29.762153,9.990
81683,,16.736268,23.517492,6.870
81684,,16.737225,65.237395,7.860
81685,,16.737506,-38.943634,7.520
81686,,16.737562,-43.768392,8.670
81687,,16.737807,-58.568782,7.910
81688,,16.738027,31.823774,8.440
81689,,16.738166,-27.456244,6.580
81690,,16.738211,60.970698,7.880
81691,,16.738240,-22.523579,7.570
81692,,16.738260,-0.556706,7.410
81693,,16.738363,-0.560144,10.390
81694,,16.738399,7.317450,8.030
81695,,16.738460,-49.772273,8.040
81696,,16.739061,59.963624,8.390
81697,,16.739153,46.252783,8.590
81698,,16.739182,54.916637,8.060
81699,,16.739193,-44.378741,7.950
81700,,16.739383,-26.324984,8.660
81701,,16.740581,18.568518,8.500
81702,,16.740743,-5.687283,8.760
81703,,16.742169,-12.228241,9.970
81704,,16.742257,36.257009,8.780
81705,,16.742351,-50.899575,10.530
81706,,16.742494,-60.443095,8.630
81707,,16.742714,-46.785959,7.990
81708,,16.742749,13.611113,8.570
81709,,16.742929,49.862945,7.220
81710,,16.743347,-44.963045,10.140
81711,,16.743375,71.756938,8.660
81712,,16.743379,20.737111,9.250
81713,,16.743467,48.264418,7.710
81714,,16.743590,-29.635777,9.210
81715,,16.743892,-32.481494,8.660
81716,,16.744374,-53.152313,5.960
81717,,16.744473,38.623218,8.590
81718,,16.744574,-68.804642,8.600
81719,,16.744810,4.912525,8.200
81720,,16.745054,-14.080154,7.990
81721,,16.745114,2.332854,7.460
81722,,16.745165,-40.839675,5.640
81723,,16.745675,35.007251,9.430
81724,,16.745725,17.043135,8.560
81725,,16.745743,32.591928,8.470
81726,,16.745789,9.507501,8.070
81727,,16.746090,33.316332,9.170
81728,,16.746416,17.649858,10.220
81729,,16.746449,35.738087,8.700
81730,,16.747075,-15.495399,10.350
81731,,16.747181,-27.456113,7.940
81732,,16.747215,13.988213,9.630
81733,,16.747697,9.951715,7.880
81734,,16.747916,-41.924374,8.690
81735,,16.748059,-30.395109,9.050
81736,,16.748283,50.812056,8.850
81737,,16.749348,-46.114321,8.120
81738,,16.749434,6.043647,10.310
81739,,16.749736,51.411787,8.810
81740,,16.749955,-0.614699,7.640
81741,,16.749996,6.088161,6.550
81742,,16.750053,-28.509657,5.990
81743,,16.750159,10.572084,9.510
81744,,16.750159,-7.099379,8.360
81745,,16.750357,-48.790673,10.690
81746,,16.750639,23.717700,7.320
81747,,16.750687,-55.719032,7.920
81748,,16.750830,21.121560,10.430
81749,,16.751140,-9.544701,10.260
81750,,16.751454,28.357925,7.140
81751,,16.751528,-31.379978,8.230
81752,,16.751608,40.638180,8.160
81753,,16.751765,33.509229,8.100
81754,,16.751878,-65.873472,8.930
81755,,16.752190,-80.799784,8.910
81756,,16.752365,44.113331,7.960
81757,,16.752408,-23.184045,6.980
81758,,16.752455,-27.922467,9.890
81759,,16.752556,-65.070645,8.000
81760,,16.753082,-12.496965,8.950
81761,,16.753180,-3.084944,6.950
81762,,16.753277,43.217169,6.070
81763,,16.753296,45.103653,8.590
81764,,16.753828,72.826193,8.910
81765,,16.754178,25.187433,9.670
81766,,16.754195,-75.476754,8.730
81767,,16.754322,-49.615897,7.940
81768,,16.754356,41.374639,9.260
81769,,16.754561,86.069855,8.250
81770,,16.754946,56.781857,4.840
81771,,16.755280,-30.806737,6.990
81772,,16.755309,-51.342617,10.150
81773,,16.755357,24.583205,8.270
81774,,16.755477,-66.496593,8.340
81775,,16.755527,-37.321022,9.850
81776,,16.755877,83.185053,8.540
81777,,16.756255,15.745289,5.600
81778,,16.756459,45.623077,8.470
81779,,16.756644,36.850672,9.950
81780,,16.757351,69.124157,9.410
81781,,16.757450,-71.839813,7.590
81782,,16.757646,-34.613809,8.650
81783,,16.757701,-60.563582,7.550
81784,,16.757783,-18.489105,9.480
81785,,16.757930,-51.065887,8.630
81786,,16.758243,1.020161,6.020
81787,,16.758382,-19.136927,6.600
81788,,16.758656,-1.578178,8.970
81789,,16.758670,39.383046,8.230
81790,,16.758859,42.447199,8.150
81791,,16.758961,33.830077,9.450
81792,,16.759070,27.126074,8.300
81793,,16.759483,-52.103991,8.680
81794,,16.759736,8.050346,9.520
81795,,16.759886,-33.850453,7.110
81796,,16.759922,-10.923617,8.540
81797,,16.760134,55.773625,8.280
81798,,16.760266,58.655395,8.010
81799,,16.760438,39.150454,8.460
81800,,16.760591,55.313946,6.960
81801,,16.760821,-25.696820,9.320
81802,,16.760865,27.177049,8.520
81803,,16.760898,25.799095,9.160
81804,,16.761125,24.827328,9.950
81805,,16.761442,68.258570,8.760
81806,,16.761675,-42.223132,9.770
81807,,16.762069,30.004689,8.770
81808,,16.762169,19.642675,8.160
81809,,16.762245,30.001445,9.630
81810,,16.762338,77.889626,8.470
81811,,16.762907,-0.765138,8.350
81812,,16.762968,2.887661,9.840
81813,,16.763155,29.993151,8.800
81814,,16.763167,69.637473,8.480
81815,,16.763236,70.521841,8.240
81816,,16.763284,-35.867924,9.040
81817,,16.763380,35.630765,7.330
81818,,16.763462,-26.649419,7.020
81819,,16.763657,-1.264072,9.630
81820,,16.763721,21.625574,9.260
81821,,16.763782,-8.467667,9.200
81822,,16.763854,-43.643098,8.060
81823,,16.763859,8.582616,5.150
81824,,16.764404,46.044690,7.480
81825,,16.764907,-83.239876,6.580
81826,,16.765342,-39.876897,8.200
81827,,16.765825,-67.750152,6.880
81828,,16.765819,-61.663514,6.830
81829,,16.766111,4.041803,7.120
81830,,16.766159,82.037262,4.210
81831,,16.766543,49.154232,9.020
81832,,16.766709,-31.797229,9.790
81833,,16.766850,-47.022103,9.610
81834,,16.767076,-35.639181,9.200
81835,,16.767632,15.363024,8.180
81836,,16.767694,26.037587,8.360
81837,,16.768023,-35.613673,9.170
81838,,16.768148,-16.900586,8.690
81839,,16.768259,52.745535,9.050
81840,,16.768437,-46.531996,6.470
81841,,16.768798,50.344764,9.460
81842,,16.769551,33.793664,7.800
81843,,16.769745,-41.221132,8.660
81844,,16.769867,46.812525,9.680
81845,,16.769979,37.349875,9.130
81846,,16.770087,-47.003397,9.760
81847,,16.770457,-52.139009,9.510
81848,,16.770488,16.478015,11.740
81849,,16.770669,36.688882,8.390
81850,,16.770776,23.029609,11.020
81851,,16.770790,-17.346737,8.930
81852,,16.770877,17.838510,8.350
81853,,16.770986,7.360076,8.600
81854,,16.771200,40.286284,9.450
81855,,16.771240,-47.971329,9.270
81856,,16.771469,4.885120,9.100
81857,,16.771615,3.849298,7.910
81858,,16.771653,41.191356,9.810
81859,,16.772563,-58.503595,5.740
81860,,16.772767,77.021538,10.000
81861,,16.773003,-9.034305,9.690
81862,,16.773280,47.543308,8.000
81863,,16.773489,-1.360593,8.120
81864,,16.773693,20.023110,7.750
81865,,16.774761,-22.628364,8.350
81866,,16.775181,47.449141,8.380
81867,,16.775296,-54.275333,8.640
81868,,16.775805,12.344930,9.620
81869,,16.776194,-17.595244,8.200
81870,,16.776165,-41.610699,7.070
81871,,16.776209,54.394559,8.350
81872,,16.776524,41.792291,7.970
81873,,16.776983,59.952655,8.710
81874,,16.777026,-35.794465,9.040
81875,,16.777194,2.323377,7.900
81876,,16.777318,-3.195656,8.260
81877,,16.777693,-18.788995,9.380
81878,,16.777779,-67.109691,5.100
81879,,16.777923,-59.042989,8.430
81880,,16.778209,-32.947599,8.020
81881,,16.779204,-30.633058,10.590
81882,,16.779705,2.209549,8.870
81883,,16.779758,-13.338777,8.350
81884,,16.779989,-39.376962,5.480
81885,,16.780204,62.799102,8.240
81886,,16.780498,15.724227,9.020
81887,,16.780508,66.041561,7.880
81888,,16.780619,39.105203,8.720
81889,,16.780929,-25.528570,6.720
81890,,16.781011,55.409979,7.340
81891,,16.781381,49.057485,8.610
81892,,16.781388,2.242459,6.720
81893,,16.781586,17.949618,8.480
81894,,16.781711,63.386013,7.620
81895,,16.781755,0.486479,11.100
81896,,16.782093,-68.101965,6.530
81897,,16.782255,-45.887312,8.720
81898,,16.782524,-20.103878,7.710
81899,,16.782955,-11.604251,9.390
81900,,16.782971,-66.811783,8.480
81901,,16.783253,-2.486901,10.460
81902,,16.783475,-28.373947,9.470
81903,,16.783800,-39.533873,6.920
81904,,16.783886,29.225292,8.600
81905,,16.784087,-7.828304,9.730
81906,,16.784240,-26.704824,9.970
81907,,16.784592,-48.931541,9.110
81908,,16.784606,-3.097529,9.330
81909,,16.784614,67.266817,7.050
81910,,16.784617,-29.593647,8.010
81911,,16.786043,2.064526,6.070
81912,,16.786046,13.031367,7.910
81913,,16.786445,-64.364180,8.910
81914,,16.786679,32.821534,8.680
81915,,16.787751,63.531509,6.800
81916,,16.788204,-57.093435,9.010
81917,,16.788214,-1.188909,10.760
81918,,16.788229,-62.949973,8.740
81919,,16.788737,28.733484,10.040
81920,,16.788795,-58.341441,5.550
81921,,16.788818,42.238918,5.860
81922,,16.788864,-57.460813,7.680
81923,,16.788926,27.642598,10.270
81924,,16.789246,80.117868,7.940
81925,,16.789376,-24.706403,9.520
81926,,16.789387,-58.980564,9.020
81927,,16.789389,-44.711938,8.410
81928,,16.789495,-13.819124,10.250
81929,,16.789527,66.946358,8.690
81930,,16.789577,-0.200529,10.080
81931,,16.789652,69.098848,7.490
81932,,16.790012,-6.225023,9.110
81933,,16.790186,23.215962,9.100
81934,,16.790243,28.398673,7.960
81935,,16.790266,2.160938,7.710
81936,,16.790351,-59.669377,7.400
81937,,16.790521,13.663888,8.850
81938,,16.791147,-48.319462,7.220
81939,,16.791196,1.456578,8.570
81940,,16.791596,-22.173892,9.390
81941,,16.791743,-66.072599,8.330
81942,,16.791761,-45.460524,7.410
81943,,16.791911,31.618057,9.620
81944,,16.791936,-47.590452,7.220
81945,,16.792524,42.919798,10.130
81946,,16.792585,-10.522075,9.310
81947,,16.792864,14.390407,9.060
81948,,16.792870,-42.876741,8.200
81949,,16.793063,39.445734,7.930
81950,,16.793407,-33.699658,7.790
81951,,16.793572,-62.149649,8.550
81952,,16.793823,37.560222,7.180
81953,,16.793958,79.503707,6.830
81954,,16.794038,-42.835144,9.890
81955,,16.794120,53.055697,10.590
81956,,16.794258,14.316169,10.160
81957,,16.794495,-52.967348,8.940
81958,,16.794637,34.226283,8.450
81959,,16.794863,56.892492,8.410
81960,,16.795593,-26.187160,9.900
81961,,16.795626,43.310497,8.510
81962,,16.795924,10.449314,9.800
81963,,16.796181,67.842194,7.600
81964,,16.796181,-29.939594,8.900
81965,,16.796227,5.246746,5.220
81966,,16.796258,-23.974314,7.920
81967,,16.796483,-19.875542,9.050
81968,,16.796539,20.205251,7.600
81969,,16.796779,-33.188059,9.420
81970,,16.797048,-45.390311,7.220
81971,,16.797204,-80.362976,8.180
81972,,16.797413,-59.899309,8.750
81973,,16.797460,-58.231028,8.860
81974,,16.797487,6.603663,9.220
81975,,16.797903,31.589654,8.460
81976,,16.798176,-40.972994,8.190
81977,,16.798906,-28.957094,7.730
81978,,16.799345,-28.380586,8.140
81979,,16.799597,1.213308,8.390
81980,,16.800132,-68.544362,8.830
81981,,16.800254,57.489272,7.060
81982,,16.800511,-15.963953,7.430
81983,,16.800811,8.836489,8.460
81984,,16.801253,25.547438,8.150
81985,,16.801304,13.261789,10.550
81986,,16.801460,-53.074986,8.380
81987,,16.801538,-45.944921,6.690
81988,,16.801662,11.132421,7.420
81989,,16.801880,27.881812,8.360
81990,,16.802467,13.590296,6.380
81991,,16.802752,-79.665349,9.070
81992,,16.803204,32.417857,7.970
81993,,16.803506,-20.947594,8.690
81994,,16.803827,50.023956,8.790
81995,,16.803830,1.090461,7.180
81996,,16.803842,-24.526649,7.080
81997,,16.804467,8.400640,8.100
81998,,16.804622,57.813710,7.450
81999,,16.804700,-31.850317,9.840
82000,,16.805609,2.737949,7.990
82001,,16.806183,42.233796,7.960
82002,,16.806717,17.133230,7.370
82003,,16.806849,-31.203668,6.820
82004,,16.807050,55.389851,7.860
82005,,16.806984,-72.976083,11.360
82006,,16.807101,59.056309,12.240
82007,,16.807156,2.789485,9.870
82008,,16.807493,-14.909421,6.030
82009,,16.807866,-16.334537,7.620
82010,,16.808019,16.987626,9.220
82011,,16.808449,-61.489116,7.200
82012,,16.808913,26.599497,7.850
82013,,16.808943,-28.422580,9.470
82014,,16.808957,-19.287770,8.080
82015,,16.809311,21.390388,8.340
82016,,16.809868,37.013369,8.400
82017,,16.810005,55.129364,8.920
82018,,16.809999,-49.056782,9.690
82019,,16.810056,-63.849422,8.630
82020,,16.810068,-21.941131,9.000
82021,,16.810485,-37.251963,7.390
82022,Atria,16.811077,-69.027715,1.910
82023,,16.811209,-1.869424,9.360
82024,,16.811519,35.922050,7.210
82025,,16.811868,18.318926,7.590
82026,,16.811891,-55.433806,8.170
82027,,16.811974,47.798369,8.400
82028,,16.811988,-38.074095,7.890
82029,,16.812017,-67.083221,6.900
82030,,16.812029,88.156239,8.120
82031,,16.812735,6.716633,8.510
82032,,16.812767,-15.738939,10.890
82033,,16.813718,-46.401069,7.880
82034,,16.813861,-52.470955,8.590
82035,,16.813874,-39.771304,9.770
82036,,16.813897,-31.907005,9.210
82037,,16.814229,59.516187,8.950
82038,,16.814286,-4.515669,7.110
82039,,16.814431,-61.129457,9.590
82040,,16.814587,59.503357,7.650
82041,,16.814934,-52.940842,6.740
82042,,16.815048,13.765821,11.340
82043,,16.815080,-51.308030,8.830
82044,,16.815126,24.263152,9.000
82045,,16.815580,-61.388686,7.590
82046,,16.815839,45.201013,8.870
82047,,16.816003,-9.922105,8.490
82048,,16.816026,-33.728845,8.770
82049,,16.816095,-34.866928,9.430
82050,,16.816290,-4.985254,9.180
82051,,16.816498,-47.718770,7.380
82052,,16.816610,-8.930014,7.960
82053,,16.816774,12.881954,7.350
82054,,16.816922,34.071776,7.960
